Title,Genre,Artist,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
Ms. Jackson,hip hop,OutKast,0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,Stankonia,81.0,N,2000-10-31,0.843,0.806,-5.946,0.269,0.143,0.0,0.0771,0.613,4.0,0.0,94.948,270507.0
In Da Club,hip hop,50 Cent,4RY96Asd9IefaL3X4LOLZ8,In Da Club,Get Rich Or Die Tryin',73.0,N,2003-02-06,0.904,0.72,-2.776,0.348,0.259,0.0,0.0749,0.805,6.0,0.0,90.062,193467.0
Without Me,hip hop,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,The Eminem Show,86.0,N,2002-05-26,0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,7.0,1.0,112.238,290320.0
The Real Slim Shady,hip hop,Eminem,3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,The Marshall Mathers LP,84.0,N,2000-05-23,0.949,0.661,-4.244,0.0572,0.0302,0.0,0.0454,0.76,5.0,0.0,104.504,284200.0
Crazy,hip hop,Gnarls Barkley,6o1l9I0faXJN2iqulHrdCQ,Crazy,St. Elsewhere,71.0,N,2006-05-02,0.836,0.741,-1.609,0.0339,0.0172,0.0583,0.0826,0.611,8.0,1.0,111.963,182066.0
See You Again (feat. Kali Uchis),hip hop,"Tyler, the Creator",7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),Flower Boy,89.0,Y,2017-07-21,0.558,0.559,-9.222,0.0959,0.371,7.49e-06,0.109,0.62,6.0,1.0,78.558,180387.0
HUMBLE.,hip hop,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,DAMN.,84.0,N,2017-04-14,0.908,0.621,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,1.0,0.0,150.011,177000.0
It Was A Good Day,hip hop,Ice Cube,2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,The Predator,78.0,N,1992-11-17,0.798,0.744,-5.328,0.136,0.33,0.000106,0.292,0.794,7.0,0.0,82.356,260000.0
Promiscuous,hip hop,Nelly Furtado,2gam98EZKrF9XuOkU13ApN,Promiscuous,Loose,82.0,Y,2006-01-01,0.808,0.97,-6.098,0.0504,0.0573,6.17e-05,0.154,0.868,10.0,0.0,114.328,242293.0
Flashing Lights,hip hop,Kanye West,5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,Graduation,83.0,Y,2007-09-11,0.639,0.628,-7.578,0.0398,0.0381,0.0,0.386,0.43,6.0,0.0,90.482,237507.0
Best I Ever Had,hip hop,Drake,3QLjDkgLh9AOEHlhQtDuhs,Best I Ever Had,So Far Gone,74.0,N,2009,0.395,0.922,-2.176,0.375,0.19,0.0,0.134,0.558,1.0,1.0,162.361,257690.0
Gold Digger,hip hop,Kanye West,1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,Late Registration,79.0,Y,2005-08-30,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,0.623,1.0,0.0,93.034,207627.0
Money Trees,hip hop,Kendrick Lamar,2HbKqm4o0w5wEeEFXm2sD4,Money Trees,"good kid, m.A.A.d city",78.0,Y,2012,0.716,0.531,-7.355,0.122,0.0703,0.0,0.224,0.344,7.0,1.0,71.994,386907.0
All of the Lights,hip hop,Kanye West,22L7bfCiAkJo5xGSQgmiIO,All Of The Lights,My Beautiful Dark Twisted Fantasy,77.0,N,2010-11-22,0.531,0.803,-3.284,0.0717,0.0796,1.71e-05,0.176,0.221,1.0,1.0,142.113,299613.0
Earfquake,hip hop,"Tyler, the Creator",5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,IGOR,80.0,N,2019-05-17,0.554,0.498,-8.866,0.0685,0.23,5.98e-06,0.795,0.413,9.0,1.0,79.635,190067.0
Can't Tell Me Nothing,hip hop,Kanye West,0mEdbdeRFQwBhN4xfyIeUM,Can't Tell Me Nothing,Graduation,79.0,N,2007-09-11,0.587,0.62,-6.133,0.042,0.0122,0.0,0.82,0.106,5.0,0.0,79.928,271600.0
Lose Yourself,hip hop,Eminem,5Z01UMMf7V1o0MzF86s6WJ,Lose Yourself,Curtain Call: The Hits (Deluxe Edition),77.0,N,2005-12-06,0.692,0.744,-4.565,0.257,0.00868,0.000423,0.359,0.0612,2.0,1.0,171.374,326467.0
Still D.R.E.,hip hop,Dr. Dre,503OTo2dSqe7qk76rgsbep,Still D.R.E.,2001,81.0,Y,1999-11-16,0.816,0.775,-3.323,0.234,0.16,0.00031,0.0543,0.527,11.0,1.0,93.431,270587.0
I Wonder,hip hop,Kanye West,7rbECVPkY5UODxoOUVKZnA,I Wonder,Graduation,81.0,N,2007-09-11,0.542,0.466,-8.668,0.0824,0.141,0.000444,0.125,0.127,0.0,1.0,191.386,243440.0
Gangsta's Paradise,hip hop,Coolio,1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,Gangsta's Paradise,85.0,Y,1995-11-07,0.647,0.514,-10.05,0.0593,0.0655,0.0,0.398,0.386,8.0,1.0,79.975,240693.0
Power,hip hop,Kanye West,2gZUPNdnz5Y45eiGxpHGSc,POWER,My Beautiful Dark Twisted Fantasy,76.0,N,2010-11-22,0.542,0.914,-4.747,0.113,0.0161,0.0,0.744,0.576,0.0,0.0,153.993,292093.0
Bound 2,hip hop,Kanye West,3sNVsP50132BTNlImLx70i,Bound 2,Yeezus,81.0,N,2013-06-18,0.367,0.665,-2.821,0.0465,0.145,0.0,0.113,0.31,1.0,1.0,148.913,229147.0
Starships,hip hop,Nicki Minaj,1oHNvJVbFkexQc0BpQp7Y4,Starships,Pink Friday ... Roman Reloaded,73.0,N,2011-01-01,0.747,0.716,-2.457,0.0751,0.135,0.0,0.251,0.751,11.0,0.0,125.006,210627.0
Stressed Out,hip hop,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Blurryface,85.0,N,2015-05-15,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,4.0,0.0,169.977,202333.0
All The Stars (with SZA),hip hop,Kendrick Lamar,3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,86.0,Y,2018-02-09,0.695,0.633,-4.946,0.0599,0.0612,0.000195,0.0926,0.557,8.0,1.0,96.782,232187.0
Alright,hip hop,Kendrick Lamar,3iVcZ5G6tvkXZkZKlMpIUs,Alright,To Pimp A Butterfly,79.0,N,2015-03-16,0.796,0.766,-5.974,0.238,0.0742,0.0,0.0827,0.558,7.0,1.0,110.034,219333.0
Dirty Harry,hip hop,Gorillaz,2bfGNzdiRa1jXZRdfssSzR,Dirty Harry,Demon Days,71.0,Y,2005-05-23,0.625,0.877,-7.176,0.162,0.0315,0.0811,0.672,0.865,10.0,0.0,192.296,230426.0
Father Stretch My Hands Pt. 1,hip hop,Kanye West,4KW1lqgSr8TKrvBII0Brf8,Father Stretch My Hands Pt. 1,The Life Of Pablo,83.0,N,2016-06-10,0.724,0.573,-4.113,0.0549,0.118,0.0,0.538,0.438,7.0,1.0,113.088,135920.0
No Scrubs,hip hop,TLC,1KGi9sZVMeszgZOWivFpxs,No Scrubs,Fanmail,82.0,N,1999-02-23,0.743,0.675,-4.267,0.0953,0.0251,0.000717,0.0685,0.59,8.0,0.0,92.909,214400.0
Stan,hip hop,Eminem,3UmaczJpikHgJFyBTAJVoz,Stan,The Marshall Mathers LP,79.0,Y,2000-05-23,0.78,0.768,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,6.0,0.0,80.063,404107.0
Sunflower - Spider-Man: Into the Spider-Verse,hip hop,Post Malone,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,83.0,Y,2019-09-06,0.755,0.522,-4.368,0.0575,0.533,0.0,0.0685,0.925,2.0,1.0,89.96,157560.0
Super Bass,hip hop,Nicki Minaj,3hlksXnvbKogFdPbpO9vel,Super Bass,Pink Friday (Complete Edition),78.0,N,2010-11-22,0.723,0.86,-4.357,0.203,0.271,4.56e-06,0.598,0.667,11.0,1.0,126.979,200013.0
Mockingbird,hip hop,Eminem,561jH07mF1jHuk7KlaeF0s,Mockingbird,Encore (Deluxe Version),85.0,N,2004-11-12,0.637,0.678,-3.798,0.266,0.209,0.0,0.156,0.254,0.0,1.0,84.039,250760.0
Pump It,hip hop,Black Eyed Peas,6btyEL6NwUa97Nex9cZFvo,Pump It,Monkey Business,68.0,N,2005-01-01,0.649,0.931,-3.15,0.181,0.0093,0.0,0.751,0.744,1.0,0.0,153.645,213067.0
Can't Hold Us (feat. Ray Dalton),hip hop,Macklemore & Ryan Lewis,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),The Heist,77.0,Y,2012-10-09,0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,2.0,1.0,146.078,258343.0
DNA.,hip hop,Kendrick Lamar,6HZILIRieu8S0iqY8kIKhj,DNA.,DAMN.,79.0,N,2017-04-14,0.638,0.523,-6.664,0.357,0.00454,0.0,0.0842,0.422,1.0,1.0,139.913,185947.0
Love The Way You Lie,hip hop,Eminem,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Recovery,83.0,Y,2010-06-18,0.749,0.925,-5.034,0.227,0.241,0.0,0.52,0.641,10.0,1.0,86.989,263373.0
PRIDE.,hip hop,Kendrick Lamar,6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,DAMN.,82.0,N,2017-04-14,0.665,0.535,-7.056,0.0572,0.0786,1.68e-05,0.154,0.37,4.0,0.0,138.842,275253.0
The Next Episode,hip hop,Dr. Dre,4LwU4Vp6od3Sb08CsP99GC,The Next Episode,2001,80.0,Y,1999-11-16,0.922,0.909,-2.429,0.27,0.0281,0.0,0.0856,0.309,10.0,0.0,95.295,161507.0
NEW MAGIC WAND,hip hop,"Tyler, the Creator",0fv2KH6hac06J86hBUTcSf,NEW MAGIC WAND,IGOR,79.0,N,2019-05-17,0.621,0.73,-5.414,0.107,0.0967,0.000131,0.673,0.464,5.0,0.0,139.566,195320.0
Runaway,hip hop,Kanye West,3DK6m7It6Pw857FcQftMds,Runaway,My Beautiful Dark Twisted Fantasy,81.0,Y,2010-11-22,0.374,0.568,-3.825,0.109,0.219,0.00219,0.513,0.111,1.0,0.0,84.733,547733.0
No Role Modelz,hip hop,J. Cole,68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,2014 Forest Hills Drive,85.0,N,2014-12-09,0.69,0.521,-8.492,0.339,0.324,0.0,0.0534,0.494,10.0,0.0,100.028,292799.0
LOVE. FEAT. ZACARI.,hip hop,Kendrick Lamar,6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,DAMN.,81.0,Y,2017-04-14,0.8,0.585,-7.343,0.0924,0.264,0.0,0.153,0.779,10.0,1.0,126.058,213400.0
Back to Black,jazz,Amy Winehouse,30FURVTCpbKyykjSEQzGkH,Back To Black,Back To Black,70.0,N,2006-10-27,0.49,0.725,-3.304,0.0392,0.123,2.68e-05,0.0983,0.335,10.0,1.0,123.28,240440.0
Rehab,jazz,Amy Winehouse,1L5tZi0izXsi5Kk5OJf4W0,Rehab,Back To Black,62.0,N,2006-10-27,0.434,0.872,-2.974,0.0702,0.0473,1.83e-06,0.396,0.732,0.0,1.0,71.515,213760.0
You Know I'm No Good,jazz,Amy Winehouse,4zQuwW24dweWcaX0fEJkP2,You Know I'm No Good,Back To Black,64.0,N,2006-10-27,0.705,0.806,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,9.0,1.0,103.383,256947.0
Earfquake,jazz,"Tyler, the Creator",5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,IGOR,80.0,N,2019-05-17,0.554,0.498,-8.866,0.0685,0.23,5.98e-06,0.795,0.413,9.0,1.0,79.635,190067.0
Tears Dry on Their Own,jazz,Amy Winehouse,7MDfN1ldfTMtuXXdVz2Pzc,Tears Dry On Their Own,Back To Black (Deluxe Edition),74.0,N,2006,0.634,0.543,-13.391,0.182,0.525,0.0,0.232,0.468,1.0,0.0,121.56,186440.0
What A Wonderful World,jazz,Louis Armstrong,29U7stRjqHU6rMiS8BfaI9,What A Wonderful World,What A Wonderful World,77.0,N,1968-01-01,0.271,0.165,-20.652,0.0351,0.726,1.54e-06,0.118,0.202,5.0,1.0,77.082,139227.0
Put Your Records On,jazz,Corinne Bailey Rae,2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,78.0,N,2006-01-01,0.739,0.511,-7.844,0.0362,0.167,1.34e-06,0.133,0.542,9.0,1.0,96.038,215360.0
Show Me How,jazz,Men I Trust,75IQVo8hqI1iwVZyvkN2VT,Show Me How,Show Me How,79.0,N,2018-02-28,0.791,0.271,-11.959,0.0431,0.672,0.543,0.102,0.564,5.0,1.0,166.002,215111.0
Love Is a Losing Game,jazz,Amy Winehouse,570ZDO2Lmh6NQChOU5xPUL,Love Is A Losing Game,Back To Black,56.0,N,2006-10-27,0.48,0.561,-5.874,0.027,0.317,0.00641,0.184,0.541,0.0,1.0,164.791,154160.0
Super Rich Kids,jazz,Frank Ocean,0725YWm6Z0TpZ6wrNk64Eb,Super Rich Kids,channel ORANGE,75.0,Y,2012-07-10,0.739,0.419,-8.241,0.0854,0.219,0.0,0.196,0.58,3.0,0.0,60.493,304760.0
Respect,jazz,Aretha Franklin,7s25THrKz86DM225dOYwnr,Respect,I Never Loved a Man the Way I Love You,75.0,N,1967-03-10,0.805,0.558,-5.226,0.041,0.164,2.2e-05,0.0546,0.965,0.0,1.0,114.95,147600.0
The National Anthem,jazz,Radiohead,4Wgj6jzoI2gYlumXdYAB8U,The National Anthem,Kid A,57.0,N,2000-10-02,0.488,0.754,-8.552,0.0378,0.00237,0.851,0.224,0.388,2.0,1.0,91.517,351693.0
Hit the Road Jack,jazz,Ray Charles,2HoqbEOXgbDSLZ5XCePEXt,Hit the Road Jack,Soul,68.0,N,2021-06-04,0.598,0.571,-12.616,0.139,0.704,0.0,0.513,0.962,8.0,0.0,173.141,119880.0
Don't Know Why,jazz,Norah Jones,1zNXF2svmdlNxfS5XeNUgr,Don't Know Why,Come Away With Me (Super Deluxe Edition),76.0,N,2002-02-26,0.745,0.219,-11.216,0.0276,0.851,1.8e-05,0.0678,0.635,5.0,1.0,88.609,186251.0
Feeling Good,jazz,Nina Simone,6Rqn2GFlmvmV4w9Ala0I1e,Feeling Good,I Put A Spell On You,74.0,N,1965-06-01,0.451,0.326,-9.239,0.0372,0.863,0.0,0.192,0.55,7.0,0.0,81.726,174000.0
Mercy,jazz,Duffy,78twQ5XCFJMTE37ZSU0gsj,Mercy,Rockferry,58.0,N,2008-01-01,0.793,0.859,-3.774,0.0332,0.266,0.000356,0.133,0.964,0.0,1.0,129.911,219920.0
My Way,jazz,Frank Sinatra,2YkIDPL5lGhRhomCq4S2RO,My Way - 2008 Remastered,Nothing But The Best (2008 Remastered),67.0,N,2008-05-13,0.278,0.43,-8.692,0.0313,0.354,0.0,0.145,0.24,2.0,1.0,151.007,276253.0
He Can Only Hold Her,jazz,Amy Winehouse,0sSdFMuYrn3N9moumV466B,He Can Only Hold Her,Back To Black,49.0,N,2006-10-27,0.651,0.835,-4.311,0.0649,0.0262,0.00685,0.056,0.692,6.0,0.0,98.411,164880.0
you should see me in a crown,jazz,Billie Eilish,3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",75.0,N,2019-03-29,0.678,0.533,-10.485,0.186,0.462,0.219,0.139,0.323,4.0,1.0,150.455,180953.0
United In Grief,jazz,Kendrick Lamar,5Gt9bxniM1SxN61yRzRhXL,United In Grief,Mr. Morale & The Big Steppers,74.0,N,2022-05-13,0.529,0.845,-8.142,0.404,0.244,0.0,0.143,0.331,8.0,1.0,85.63,255378.0
Pretty When You Cry,jazz,Lana Del Rey,6PnluwP0fjGnpIBsqTdUTq,Pretty When You Cry,Ultraviolence (Deluxe),75.0,N,2014-01-01,0.509,0.547,-6.548,0.0417,0.399,0.0,0.215,0.197,10.0,0.0,109.436,234147.0
At Last,jazz,Etta James,4Hhv2vrOTy89HFRcjU3QOx,At Last,At Last!,76.0,N,1960,0.274,0.348,-8.631,0.0293,0.547,0.0133,0.334,0.328,5.0,1.0,87.43,179693.0
Them Changes,jazz,Thundercat,7CH99b2i1TXS5P8UUyWtnM,Them Changes,Drunk,70.0,N,2017-02-24,0.657,0.562,-8.6,0.0601,0.54,0.00143,0.101,0.704,8.0,1.0,81.657,188454.0
Pink Matter,jazz,Frank Ocean,1fOkmYW3ZFkkjIdOZSf596,Pink Matter,channel ORANGE,79.0,Y,2012-07-10,0.392,0.233,-11.012,0.0587,0.951,0.000322,0.106,0.494,11.0,0.0,176.569,268813.0
Come Away with Me,jazz,Norah Jones,6jGnykaS6TkWp15utXSAeI,Come Away With Me,Come Away With Me (Super Deluxe Edition),71.0,N,2002-02-26,0.436,0.141,-13.271,0.0308,0.902,2.81e-06,0.126,0.146,0.0,1.0,76.64,198227.0
Wake Up Alone,jazz,Amy Winehouse,37A5PvtftHtsISQUDFNGUk,Wake Up Alone,Back To Black,49.0,N,2006-10-27,0.384,0.527,-5.294,0.0269,0.542,0.0,0.156,0.222,11.0,0.0,100.73,221200.0
Funny Thing,jazz,Thundercat,1c5CllrZr45UBhWpIqM332,Funny Thing,It Is What It Is,75.0,N,2020-04-03,0.586,0.893,-8.772,0.439,0.827,0.642,0.212,0.65,7.0,1.0,140.023,116630.0
Forrest Gump,jazz,Frank Ocean,4YZbVct8l9MnAVIROnLQdx,Forrest Gump,channel ORANGE,69.0,N,2012-07-10,0.701,0.417,-7.818,0.0329,0.0888,0.000648,0.375,0.186,6.0,0.0,95.003,194840.0
Just Friends,jazz,Amy Winehouse,2i1S5Dq9SaFGcnw8mnb4ks,Just Friends,Back To Black,46.0,N,2006-10-27,0.754,0.806,-4.767,0.0388,0.0346,0.0274,0.204,0.532,9.0,1.0,95.506,191840.0
The Other Woman,jazz,Lana Del Rey,1KuVEZR4xuQVNr1KkanAV4,The Other Woman,Ultraviolence (Deluxe),73.0,N,2014-01-01,0.255,0.468,-6.43,0.0317,0.822,0.248,0.339,0.175,7.0,0.0,111.67,181960.0
To Build a Home,jazz,The Cinematic Orchestra,3AqPL1n1wKc5DVFFnYuJhp,To Build A Home,Ma Fleur,65.0,Y,2007-06-05,0.264,0.128,-15.443,0.034,0.885,0.352,0.105,0.0774,9.0,1.0,148.499,370667.0
Some Unholy War,jazz,Amy Winehouse,5DEitTu33CUjozBijXiLNb,Some Unholy War,Back To Black (Deluxe Edition),55.0,N,2006,0.489,0.435,-15.558,0.163,0.0856,3.91e-05,0.113,0.455,9.0,0.0,175.865,142693.0
Nobody Gets Me,jazz,SZA,5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,SOS,83.0,N,2022-12-09,0.358,0.284,-8.285,0.0285,0.805,0.0,0.183,0.276,7.0,1.0,99.796,180853.0
From The Start,jazz,Laufey,1Ukxccao1BlWrPhYkcXbwZ,From The Start,From The Start,76.0,N,2023-05-11,0.664,0.405,-7.413,0.08,0.877,0.000765,0.11,0.743,1.0,1.0,81.89,169573.0
It's Oh So Quiet,jazz,Björk,0OMNQyneWmmZtTQpULYJcl,It's Oh So Quiet,Post,48.0,N,1995-06-13,0.474,0.136,-14.114,0.0595,0.631,0.0,0.0717,0.2,3.0,1.0,124.412,217733.0
Me & Mr Jones,jazz,Amy Winehouse,0RfzQhbvtn5lOaKdhpAni7,Me & Mr Jones,Back To Black (Deluxe Edition),67.0,N,2006,0.582,0.486,-13.165,0.0764,0.518,0.0,0.0665,0.512,4.0,1.0,87.833,153173.0
Sunrise,jazz,Norah Jones,7zkLpY72g6lKQbiHDqri1S,Sunrise,Feels Like Home,73.0,N,2004-01-01,0.526,0.299,-13.797,0.031,0.941,0.097,0.106,0.679,8.0,1.0,156.848,200627.0
Feeling Good,jazz,Michael Bublé,3I09LQbHS3NSU46Ly3tPpR,Feeling Good,It's Time,66.0,N,2005-02-07,0.535,0.548,-6.51,0.037,0.533,1.48e-06,0.123,0.477,1.0,1.0,115.144,237333.0
my future,jazz,Billie Eilish,2ygvZOXrIeVL4xZmAWJT2C,my future,my future,67.0,N,2020-07-30,0.444,0.309,-10.956,0.062,0.795,0.132,0.352,0.0875,8.0,1.0,104.745,208155.0
Englishman in New York,jazz,Sting,4KFM3A5QF2IMcc6nHsu3Wp,Englishman In New York,...Nothing Like The Sun,71.0,N,1987-10-16,0.674,0.347,-17.707,0.0364,0.396,1.04e-05,0.0916,0.647,9.0,1.0,102.014,267267.0
Giorgio by Moroder,jazz,Daft Punk,0oks4FnzhNp5QPTZtoet7c,Giorgio by Moroder,Random Access Memories,61.0,N,2013-05-20,0.74,0.682,-10.42,0.0504,0.0692,0.53,0.381,0.41,9.0,0.0,113.201,544627.0
Strangers in the Night,jazz,Frank Sinatra,74VR3AkGPhbYXnxcOYa16x,Strangers In The Night,Strangers In The Night (Expanded Edition),72.0,N,1966-05,0.259,0.473,-8.275,0.0295,0.592,0.0,0.201,0.539,5.0,1.0,90.348,157867.0
I Put a Spell on You,jazz,Nina Simone,0sjxRg1VlYfx4YG7uxurrq,I Put A Spell On You,I Put A Spell On You,69.0,N,1965-06-01,0.428,0.398,-9.13,0.0295,0.755,0.000537,0.172,0.365,6.0,0.0,88.886,155027.0
Smooth Operator - Single Version,jazz,Sade,1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,The Best of Sade,79.0,N,1994-10-31,0.734,0.58,-6.619,0.0321,0.238,0.0006,0.0298,0.962,9.0,0.0,119.336,258693.0
Somethin' Stupid,jazz,Frank Sinatra,4feXcsElKIVsGwkbnTHAfV,Somethin' Stupid,The World We Knew,76.0,Y,1967-08,0.257,0.338,-12.902,0.0357,0.736,0.0,0.252,0.544,4.0,1.0,207.356,162493.0
So What,jazz,Miles Davis,3mZ33QYHWylbabTz82rHwj,So What,Pleasantville -Music From The Motion Picture,27.0,N,1998-10-13,0.505,0.189,-16.352,0.0363,0.785,0.00974,0.112,0.236,2.0,1.0,137.378,544667.0
White,jazz,Frank Ocean,2LMkwUfqC6S6s6qDVlEuzV,White Ferrari,Blonde,83.0,N,2016-08-20,0.501,0.0958,-15.605,0.0433,0.77,0.0,0.298,0.204,0.0,1.0,108.741,248808.0
Monks,jazz,Frank Ocean,0msrDPXxZpts4FRnoX0bFr,Monks,channel ORANGE,66.0,N,2012-07-10,0.747,0.758,-4.743,0.179,0.0521,0.0,0.214,0.601,0.0,0.0,102.02,200240.0
Xanny,jazz,Billie Eilish,4QIo4oxwzzafcBWkKjDpXY,xanny,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",68.0,N,2019-03-29,0.521,0.125,-17.832,0.239,0.751,0.00207,0.265,0.0528,9.0,1.0,111.554,243725.0
The Christmas Song (Merry Christmas To You),jazz,Nat King Cole,4PS1e8f2LvuTFgUs1Cn3ON,The Christmas Song (Merry Christmas To You),The Christmas Song - Expanded Edition,59.0,N,1962,0.32,0.21,-15.231,0.0345,0.92,8.01e-05,0.138,0.208,6.0,1.0,73.196,192160.0
you should see me in a crown,classical,Billie Eilish,3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",75.0,N,2019-03-29,0.678,0.533,-10.485,0.186,0.462,0.219,0.139,0.323,4.0,1.0,150.455,180953.0
Karma,classical,Taylor Swift,7KokYm8cMIXCsGVmUvKtqf,Karma,Midnights,77.0,N,2022-10-21,0.64,0.619,-7.108,0.065,0.062,0.0,0.475,0.121,8.0,1.0,90.008,204852.0
Lush Life,classical,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,Lush Life,So Good,80.0,N,2017-03-17,0.694,0.712,-3.923,0.046,0.132,0.0,0.211,0.799,7.0,0.0,98.023,201122.0
Clair de lune,classical,Claude Debussy,5u5aVJKjSMJr4zesMPz7bL,"Clair de Lune, L. 32",Debussy: Clair De Lune and Other Piano Favourites,65.0,Y,1994,0.335,0.00532,-31.646,0.0376,0.994,0.912,0.0621,0.0397,1.0,1.0,65.832,268000.0
"Comptine d'un autre été, L'Après-midi",classical,Yann Tiersen,14rZjW3RioG7WesZhYESso,"Comptine d'un autre été, l'après-midi",Le Fabuleux destin d'Amélie Poulain (Bande originale du film),74.0,N,2001-04-23,0.483,0.192,-15.378,0.0469,0.991,0.908,0.106,0.0542,4.0,0.0,100.848,140733.0
Symphony (feat. Zara Larsson),classical,Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),76.0,Y,2017-03-16,0.707,0.629,-4.581,0.0563,0.259,1.6e-05,0.138,0.457,0.0,0.0,122.863,212459.0
Für Elise,classical,Ludwig van Beethoven,6MQAB3vorg90FA3tQpbYXK,"Für Elise, WoO 59",Beethoven Greatest Hits,60.0,Y,1991-11-09,0.303,0.108,-27.433,0.0473,0.994,0.877,0.0805,0.18,9.0,0.0,126.931,188467.0
Gymnopédie No. 1,classical,Erik Satie,5NGtFXVpXSvwunEIGeviY3,Gymnopédie No. 1,Erik Satie & Friends,67.0,Y,2016-04-01,0.468,0.0127,-36.856,0.123,0.994,0.937,0.094,0.356,7.0,1.0,72.776,205867.0
Cornfield Chase,classical,Hans Zimmer,6pWgRkpqVfxnj3WuIcJ7WP,Cornfield Chase,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],75.0,N,2014-11-18,0.18,0.226,-16.457,0.042,0.951,0.982,0.0998,0.048,9.0,0.0,94.079,126960.0
Blow Your Mind (Mwah),classical,Dua Lipa,7kJlTKjNZVT26iwiDUVhRm,Blow Your Mind (Mwah),Blow Your Mind (Mwah),61.0,N,2016-08-26,0.654,0.796,-4.761,0.122,0.0188,0.0,0.0948,0.491,2.0,0.0,108.854,178583.0
Be The One,classical,Dua Lipa,7FCfMXYTIiQ9b4hDYs4Iol,Be the One,Dua Lipa (Deluxe),63.0,N,2017-06-02,0.661,0.651,-3.771,0.0499,0.117,1.32e-05,0.056,0.368,7.0,0.0,87.46,202915.0
River Flows in You,classical,Yiruma,2agBDIr9MYDUducQPC1sFU,River Flows In You,First Love (The Original & the Very First Recording),70.0,N,2001-11-27,0.315,0.22,-21.343,0.0514,0.987,0.943,0.0802,0.116,9.0,1.0,145.195,188787.0
Bad At Love,classical,Halsey,3OzCF9i6Ey7EkkAYJztmKp,Bad At Love,hopeless fountain kingdom (Deluxe Plus),71.0,N,2017-06-02,0.675,0.751,-3.539,0.0296,0.0604,0.0,0.0893,0.612,0.0,1.0,118.384,181279.0
Nuvole Bianche,classical,Ludovico Einaudi,3weNRklVDqb4Rr5MhKBR3D,Nuvole Bianche,Una Mattina,70.0,N,2004-01-01,0.191,0.0582,-25.398,0.0578,0.961,0.89,0.0941,0.0454,8.0,1.0,132.614,357707.0
Mia & Sebastian’s Theme,classical,Justin Hurwitz,1Vk4yRsz0iBzDiZEoFMQyv,Mia & Sebastian’s Theme,La La Land (Original Motion Picture Soundtrack),68.0,N,2016-12-09,0.476,0.192,-15.753,0.064,0.976,0.928,0.119,0.114,9.0,1.0,116.542,98040.0
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",classical,Johann Sebastian Bach,61dYvvfIRtIDFuqZypPAta,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Bach: Unaccompanied Cello Suites (Remastered),63.0,Y,1983,0.218,0.111,-21.375,0.0688,0.895,0.834,0.165,0.27,7.0,1.0,77.423,151733.0
